Indicador,Indicador (descrição),Temas,Regionalizado por,Responsável,Interessado,Variável,Variável (descrição),Fonte checada,Forma de obtenção
692,15.01.05 Conselhos Gestores em Unidades de Conservação (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0742,Unidades de Conservação instituídas formalmente por lei ou decreto,SVMA,Site Secretaria
693,15.01.06 Unidades de Conservação - Planos de Manejo (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0743,Unidades de Conservação com plano de manejo aprovado ,SVMA,Envio da Secretaria
693,15.01.06 Unidades de Conservação - Planos de Manejo (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0742,Unidades de Conservação instituídas formalmente por lei ou decreto,SVMA,Site Secretaria
694,15.01.07 Frequência nos Parques Naturais Municipais,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0744,"Número de visitantes, ao ano, em cada Parque Natural Municipal ",SVMA,Envio da Secretaria
695,15.01.11 Índice de Cobertura Arbórea - ICA (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0745,Área total da cobertura de copas de árvores,SVMA,Envio da Secretaria
695,15.01.11 Índice de Cobertura Arbórea - ICA (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0416,Área do município (Km²),GEOSAMPA,GEOSAMPA
696,15.01.12 Índice de cobertura arbórea em áreas públicas do município (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0746,Área da cobertura de copas de árvores situadas em áreas públicas municipais,SVMA,Envio da Secretaria
696,15.01.12 Índice de cobertura arbórea em áreas públicas do município (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0747,Área total de áreas públicas municipais ,SVMA,Envio da Secretaria
697,15.05.01 Animais silvestres reabilitados para soltura (%) ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0748,Número de animais silvestres reabilitados e encaminhados para soltura,SVMA / CGPABI / DFS,Envio da Secretaria
697,15.05.01 Animais silvestres reabilitados para soltura (%) ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0749, Número total de animais silvestres atendidos,SVMA / CGPABI / DFS,Envio da Secretaria
698,15.05.02 Animais silvestres reabilitados para cativeiro (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0750,Número de animais silvestres reabilitados e encaminhados para cativeiro,SVMA / CGPABI / DFS,Envio da Secretaria
698,15.05.02 Animais silvestres reabilitados para cativeiro (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0749, Número total de animais silvestres atendidos,SVMA / CGPABI / DFS,Envio da Secretaria
699,15.05.03 Animais silvestres que vieram a óbito (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0751,Número de animais silvestres atendidos que vieram a óbito,SVMA / CGPABI / DFS,Envio da Secretaria
699,15.05.03 Animais silvestres que vieram a óbito (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0749, Número total de animais silvestres atendidos,SVMA / CGPABI / DFS,Envio da Secretaria
700,15.05.04 Gastos em conservação e reabilitação de fauna silvestre no município de SP (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0752,Custo para a gestão da fauna silvestre,SVMA / CGPABI / DFS,Envio da Secretaria
700,15.05.04 Gastos em conservação e reabilitação de fauna silvestre no município de SP (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0142,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Gestão Ambiental,SF,Dados Abertos
701,15.05.05 Fauna silvestre (vertebrados) ameaçada (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0753,"Número de espécies de vertebrados que constam nas listas de ameaçadas de extinção Estadual, Federal e Internacionais (IUCN e CITES) ",SVMA / CGPABI / DFS,Site Secretaria
701,15.05.05 Fauna silvestre (vertebrados) ameaçada (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0754,Número total de espécies de vertebrados inventariadas,SVMA / CGPABI / DFS,Site Secretaria
702,"15.05.06 Animais silvestres oriundos de ação de repressão ao tráfico ou venda ilegal - Polícias (Civil e Militar), GCM e órgãos de fiscalização (Ibama, SIMA) (%)","Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0755,"Número de animais recebidos de apreensões das Polícias (Civil, Militar, GCM) e órgãos de fiscalização (Ibama, SIMA)",SVMA / CGPABI / DFS,Envio da Secretaria
702,"15.05.06 Animais silvestres oriundos de ação de repressão ao tráfico ou venda ilegal - Polícias (Civil e Militar), GCM e órgãos de fiscalização (Ibama, SIMA) (%)","Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0749, Número total de animais silvestres atendidos,SVMA / CGPABI / DFS,Envio da Secretaria
703,15.05.07 Atendimento de Fauna Silvestre,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0749, Número total de animais silvestres atendidos,SVMA / CGPABI / DFS,Envio da Secretaria
704,11.05.10 Professores e alunos formados pelo curso Defesa Civil na Escola,"ODS São Paulo, Zeladoria",    1 Municipio(s),SMSU,SMSU,V0756,Número de professores e alunos formados pelo curso Defesa Civil na Escola,SMSU,Envio da Secretaria
705,11.05.01 Áreas inundáveis do município de São Paulo (km²),"ODS São Paulo, Zeladoria",    1 Municipio(s),SIURB,SIURB,V0757,Extensão em quilômetros da área inundável do município de São Paulo,SIURB/FCTH,GeoSampa
706,09.01.06 Número de equipamentos públicos (edifícios) construídos ou reformados pela Secretaria de Infraestrutura Urbana e Obras (SIURB),"ODS São Paulo, Zeladoria",    1 Municipio(s),SIURB,SIURB,V0758,Número de equipamentos públicos (edifícios) construídos ou reformados pela Secretaria de Infraestrutura Urbana e Obras (SIURB),SIURB,Envio da Secretaria
707,"09.01.05 Número de pontes, viadutos, passarelas e/ou túneis recuperados","ODS São Paulo, Zeladoria",    1 Municipio(s),SIURB,SIURB,V0759,Número de unidades estruturais recuperadas com intervenções estruturais e não estruturais.,SIURB,Envio da Secretaria
708,"09.01.04 Número de pontes, viadutos, passarelas e/ou túneis submetidos à inspeção especial ","ODS São Paulo, Zeladoria",    1 Municipio(s),SIURB,SIURB,V0760,Número de unidades estruturais inspecionadas,SIURB,Envio da Secretaria
709,07.02.01 Potência total instalada no município de São Paulo em energia fotovoltaica (kW),"ODS São Paulo, Zeladoria",    1 Municipio(s),SIURB,SIURB,V0761,Potência instalada no município de São Paulo em energia fotovoltaica (kW),SIURB,Envio da Secretaria
710,05.05.15 Percentual de Vereadoras mulheres na Câmara Municipal (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),CAGI,SMDHC,V0763,Número de vereadores,Câmara Municipal SP,SPLEGIS
710,05.05.15 Percentual de Vereadoras mulheres na Câmara Municipal (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),CAGI,SMDHC,V0764,Número de vereadoras eleitas,TSE,TSE
711,08.03.02 Percentual da população de 14 anos ou mais ocupadas (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0802,Pessoas de 14 anos ou mais de idade (Mil pessoas),IBGE,IBGE - PNAD
711,08.03.02 Percentual da população de 14 anos ou mais ocupadas (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0803,"Pessoas de 14 anos ou mais de idade, ocupadas (Mil pessoas)",IBGE,IBGE - PNAD
712,08.07.03 Trabalhadores resgatados residentes em situação de trabalho forçado,"Direitos Humanos e Cidadania, ODS São Paulo",    1 Municipio(s),CAGI,SMDHC,V0765,Número de trabalhadores resgatados de situação de trabalho forçado,Ministério da Economia,Portal de Inspeção do Trabalho (MTP)
713,15.02.01 Rondas em Perímetros Ambientais (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0766,Rondas em perímetros ambientais (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
714,15.02.02 Rondas em Áreas de risco (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0767,Rondas em Áreas de Risco (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
715,15.02.03 Rondas Náuticas (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0768,Rondas náuticas (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
717,15.02.04 Ações em ocupações irregulares (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0769,Ações em ocupações irregulares (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
718,15.02.05 Acompanhamento de demolições de construções irregulares em áreas ambientais (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0770,Acompanhamento de demolição de construções irregulares em áreas ambientais (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
719,15.02.07 Ocorrências de ações contra o meio ambiente (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0771,Número de ocorrências de ações contra o meio ambiente (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
720,15.02.08 Ocorrência de incêndios florestais (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0772,Número de ocorrências de incêndios florestais (GCM-Ambiental),GCM / SMSU,Envio da Secretaria
721,15.02.09 Áreas ambientais monitoradas por imagem de satélite (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s)    32  Subprefeitura(s),SMSU,SMSU,V0773,Número de áreas ambientais monitoradas por imagem de satélite ,SMSU,Envio da Secretaria
722,15.03.01 Ocorrências de descarte irregular de resíduos (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0774,Número de ocorrências de descarte irregular de resíduos,SMSU,Envio da Secretaria
723,15.02.10 Áreas ambientais monitoradas por drone (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s)    32  Subprefeitura(s),SMSU,SMSU,V0775,Número de áreas ambientais monitoradas por drone,SMSU,Envio da Secretaria
724,15.03.02 Apreensões de caminhões e máquinas (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0776,Número de ocorrências de apreensões de caminhões e máquinas (GCM-Ambiental),SMSU,Envio da Secretaria
725,15.07.01 Ocorrências envolvendo animais silvestres (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0777,Número de ocorrências envolvendo animais silvestres,SMSU,Envio da Secretaria
726,15.07.02 Animais silvestres resgatados (GCM-Ambiental),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0778,Número de animais silvestres resgatados ,GCM / SMSU,Envio da Secretaria
727,11.02.03 Percentual de veículos da frota de transporte público com energia limpa (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0780,Frota de ônibus com matriz energética limpa,SPtrans,Envio da Secretaria
727,11.02.03 Percentual de veículos da frota de transporte público com energia limpa (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0109,Frota de Ônibus Cadastrada,SPtrans,Site Secretaria
728,03.06.10 Proporção de vias da cidade com velocidade superior a 50 km/h (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT,SMT,V0782,Extensão de viário com velocidade regulamentada superior a 50 Km,CET,Envio da Secretaria
728,03.06.10 Proporção de vias da cidade com velocidade superior a 50 km/h (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT,SMT,V0781,Extensão total do viário,SMT,Envio da Secretaria
730,11.02.05 Percentual do viário da cidade com infraestrutura dedicada aos ônibus (corredores de ônibus) (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0107,Corredores exclusivos de ônibus,SMT,Geosampa
730,11.02.05 Percentual do viário da cidade com infraestrutura dedicada aos ônibus (corredores de ônibus) (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0781,Extensão total do viário,SMT,Envio da Secretaria
731,11.02.06 Percentual do viário da cidade com infraestrutura priorizada aos ônibus (faixas exclusivas) (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0424,Faixas exclusivas de ônibus implantadas (km),SMT,GEOSAMPA
731,11.02.06 Percentual do viário da cidade com infraestrutura priorizada aos ônibus (faixas exclusivas) (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0781,Extensão total do viário,SMT,Envio da Secretaria
733,"11.02.09 Percentual do viário da cidade com vias dedicadas aos ciclistas (ciclovias, ciclofaixas e ciclorrotas) (%)","Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT,SMT,V0635,"Extensão em quilômetros de ciclovias, ciclofaixas e ciclorrotas",SMT,Dados Abertos
733,"11.02.09 Percentual do viário da cidade com vias dedicadas aos ciclistas (ciclovias, ciclofaixas e ciclorrotas) (%)","Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT,SMT,V0781,Extensão total do viário,SMT,Envio da Secretaria
734,11.02.10 Percentual de terminais e estações de média e alta capacidades com bicicletários com zeladoria (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0787,Número de terminais de ônibus e estações de transporte sobre trilhos ,SPtrans,Envio da Secretaria
734,11.02.10 Percentual de terminais e estações de média e alta capacidades com bicicletários com zeladoria (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0788,Número de terminais de ônibus e estações de transporte sobre trilhos que dispõem bicicletário com serviço de zeladoria,SPtrans,Envio da Secretaria
735,11.02.12 Percentual de terminais urbanos de ônibus da SPTrans com acessibilidade plena (%),"Acessibilidade e Pessoa com Deficiência, Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0789,Número de terminais de ônibus,SPtrans,Envio da Secretaria
735,11.02.12 Percentual de terminais urbanos de ônibus da SPTrans com acessibilidade plena (%),"Acessibilidade e Pessoa com Deficiência, Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0790,Número de terminais de ônibus com acessibilidade plena,SPtrans,Envio da Secretaria
736,11.02.13 Percentual de ônibus dos grupos estrutural e de articulação regional do transporte público municipal com piso baixo (%),"Acessibilidade e Pessoa com Deficiência, Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0791,Frota de ônibus que operam no sistema estrutural e de articulação regional,SPtrans,Site Secretaria
736,11.02.13 Percentual de ônibus dos grupos estrutural e de articulação regional do transporte público municipal com piso baixo (%),"Acessibilidade e Pessoa com Deficiência, Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0792,Frota de ônibus que operam no sistema estrutural e de articulação regional com piso baixo,SPtrans,Envio da Secretaria
737,07.02.02 Participação do Poder Público na potência total instalada no município em energia fotovoltaica (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),SIURB,SIURB,V0793,Potência instalada nos edifícios públicos no município de São Paulo em energia fotovoltaica (kW),SIURB?,Envio da Secretaria
737,07.02.02 Participação do Poder Público na potência total instalada no município em energia fotovoltaica (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),SIURB,SIURB,V0761,Potência instalada no município de São Paulo em energia fotovoltaica (kW),SIURB,Envio da Secretaria
738,06.04.06 Porcentagem de edifícios públicos municipais (Educação e Saúde) com sistemas de captação e reaproveitamento de água de chuva (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),SIURB,SIURB,V0794,Edifícios construídos por SIURB,SIURB,Envio da Secretaria
